specobjid,objid,dr7objid,ra,dec,rastring,decstring,nvote,p_el,p_cw,p_acw,p_edge,p_dk,p_mg,p_cs,p_el_debiased,p_cs_debiased,spiral,elliptical,uncertain,Column1,skyVersion,run,rerun,camcol,field,obj,mode,nChild,type,clean,probPSF,insideMask,flags,rowc,rowcErr,colc,colcErr,rowv,rowvErr,colv,colvErr,rowc_u,rowc_g,rowc_r,rowc_i,rowc_z,rowcErr_u,rowcErr_g,rowcErr_r,rowcErr_i,rowcErr_z,colc_u,colc_g,colc_r,colc_i,colc_z,colcErr_u,colcErr_g,colcErr_r,colcErr_i,colcErr_z,sky_u,sky_g,sky_r,sky_i,sky_z,skyIvar_u,skyIvar_g,skyIvar_r,skyIvar_i,skyIvar_z,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,fiberMag_u,fiberMag_g,fiberMag_r,fiberMag_i,fiberMag_z,fiberMagErr_u,fiberMagErr_g,fiberMagErr_r,fiberMagErr_i,fiberMagErr_z,fiber2Mag_u,fiber2Mag_g,fiber2Mag_r,fiber2Mag_i,fiber2Mag_z,fiber2MagErr_u,fiber2MagErr_g,fiber2MagErr_r,fiber2MagErr_i,fiber2MagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,psfFlux_u,psfFlux_g,psfFlux_r,psfFlux_i,psfFlux_z,psfFluxIvar_u,psfFluxIvar_g,psfFluxIvar_r,psfFluxIvar_i,psfFluxIvar_z,fiberFlux_u,fiberFlux_g,fiberFlux_r,fiberFlux_i,fiberFlux_z,fiberFluxIvar_u,fiberFluxIvar_g,fiberFluxIvar_r,fiberFluxIvar_i,fiberFluxIvar_z,fiber2Flux_u,fiber2Flux_g,fiber2Flux_r,fiber2Flux_i,fiber2Flux_z,fiber2FluxIvar_u,fiber2FluxIvar_g,fiber2FluxIvar_r,fiber2FluxIvar_i,fiber2FluxIvar_z,petroFlux_u,petroFlux_g,petroFlux_r,petroFlux_i,petroFlux_z,petroFluxIvar_u,petroFluxIvar_g,petroFluxIvar_r,petroFluxIvar_i,petroFluxIvar_z,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z,petroRadErr_u,petroRadErr_g,petroRadErr_r,petroRadErr_i,petroRadErr_z,petroR50_u,petroR50_g,petroR50_r,petroR50_i,petroR50_z,petroR50Err_u,petroR50Err_g,petroR50Err_r,petroR50Err_i,petroR50Err_z,petroR90_u,petroR90_g,petroR90_r,petroR90_i,petroR90_z,petroR90Err_u,petroR90Err_g,petroR90Err_r,petroR90Err_i,petroR90Err_z,q_u,q_g,q_r,q_i,q_z,qErr_u,qErr_g,qErr_r,qErr_i,qErr_z,u_u,u_g,u_r,u_i,u_z,uErr_u,uErr_g,uErr_r,uErr_i,uErr_z,mE1_u,mE1_g,mE1_r,mE1_i,mE1_z,mE2_u,mE2_g,mE2_r,mE2_i,mE2_z,mE1E1Err_u,mE1E1Err_g,mE1E1Err_r,mE1E1Err_i,mE1E1Err_z,mE1E2Err_u,mE1E2Err_g,mE1E2Err_r,mE1E2Err_i,mE1E2Err_z,mE2E2Err_u,mE2E2Err_g,mE2E2Err_r,mE2E2Err_i,mE2E2Err_z,mRrCc_u,mRrCc_g,mRrCc_r,mRrCc_i,mRrCc_z,mRrCcErr_u,mRrCcErr_g,mRrCcErr_r,mRrCcErr_i,mRrCcErr_z,mCr4_u,mCr4_g,mCr4_r,mCr4_i,mCr4_z,mE1PSF_u,mE1PSF_g,mE1PSF_r,mE1PSF_i,mE1PSF_z,mE2PSF_u,mE2PSF_g,mE2PSF_r,mE2PSF_i,mE2PSF_z,mRrCcPSF_u,mRrCcPSF_g,mRrCcPSF_r,mRrCcPSF_i,mRrCcPSF_z,mCr4PSF_u,mCr4PSF_g,mCr4PSF_r,mCr4PSF_i,mCr4PSF_z,deVRad_u,deVRad_g,deVRad_r,deVRad_i,deVRad_z,deVRadErr_u,deVRadErr_g,deVRadErr_r,deVRadErr_i,deVRadErr_z,deVAB_u,deVAB_g,deVAB_r,deVAB_i,deVAB_z,deVABErr_u,deVABErr_g,deVABErr_r,deVABErr_i,deVABErr_z,deVPhi_u,deVPhi_g,deVPhi_r,deVPhi_i,deVPhi_z,deVMag_u,deVMag_g,deVMag_r,deVMag_i,deVMag_z,deVMagErr_u,deVMagErr_g,deVMagErr_r,deVMagErr_i,deVMagErr_z,deVFlux_u,deVFlux_g,deVFlux_r,deVFlux_i,deVFlux_z,deVFluxIvar_u,deVFluxIvar_g,deVFluxIvar_r,deVFluxIvar_i,deVFluxIvar_z,expRad_u,expRad_g,expRad_r,expRad_i,expRad_z,expRadErr_u,expRadErr_g,expRadErr_r,expRadErr_i,expRadErr_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,expABErr_u,expABErr_g,expABErr_r,expABErr_i,expABErr_z,expPhi_u,expPhi_g,expPhi_r,expPhi_i,expPhi_z,expMag_u,expMag_g,expMag_r,expMag_i,expMag_z,expMagErr_u,expMagErr_g,expMagErr_r,expMagErr_i,expMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,expFlux_u,expFlux_g,expFlux_r,expFlux_i,expFlux_z,expFluxIvar_u,expFluxIvar_g,expFluxIvar_r,expFluxIvar_i,expFluxIvar_z,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,modelFluxIvar_u,modelFluxIvar_g,modelFluxIvar_r,modelFluxIvar_i,modelFluxIvar_z,cModelFlux_u,cModelFlux_g,cModelFlux_r,cModelFlux_i,cModelFlux_z,cModelFluxIvar_u,cModelFluxIvar_g,cModelFluxIvar_r,cModelFluxIvar_i,cModelFluxIvar_z,aperFlux7_u,aperFlux7_g,aperFlux7_r,aperFlux7_i,aperFlux7_z,aperFlux7Ivar_u,aperFlux7Ivar_g,aperFlux7Ivar_r,aperFlux7Ivar_i,aperFlux7Ivar_z,lnLStar_u,lnLStar_g,lnLStar_r,lnLStar_i,lnLStar_z,lnLExp_u,lnLExp_g,lnLExp_r,lnLExp_i,lnLExp_z,lnLDeV_u,lnLDeV_g,lnLDeV_r,lnLDeV_i,lnLDeV_z,fracDeV_u,fracDeV_g,fracDeV_r,fracDeV_i,fracDeV_z,flags_u,flags_g,flags_r,flags_i,flags_z,type_u,type_g,type_r,type_i,type_z,probPSF_u,probPSF_g,probPSF_r,probPSF_i,probPSF_z,Column2,Column3,cx,cy,cz,raErr,decErr,b,l,offsetRa_u,offsetRa_g,offsetRa_r,offsetRa_i,offsetRa_z,offsetDec_u,offsetDec_g,offsetDec_r,offsetDec_i,offsetDec_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,psffwhm_u,psffwhm_g,psffwhm_r,psffwhm_i,psffwhm_z,mjd,airmass_u,airmass_g,airmass_r,airmass_i,airmass_z,phioffset_u,phioffset_g,phioffset_r,phioffset_i,phioffset_z,nProf_u,nProf_g,nProf_r,nProf_i,nProf_z,loadVersion,htmID,fieldID,parentID,Column4,u,g,r,i,z,err_u,err_g,err_r,err_i,err_z,dered_u,dered_g,dered_r,dered_i,dered_z,cloudCam_u,cloudCam_g,cloudCam_r,cloudCam_i,cloudCam_z,resolveStatus,thingId,balkanId,nObserve,nDetect,nEdge,score,calibStatus_u,calibStatus_g,calibStatus_r,calibStatus_i,calibStatus_z,nMgyPerCount_u,nMgyPerCount_g,nMgyPerCount_r,nMgyPerCount_i,nMgyPerCount_z,TAI_u,TAI_g,TAI_r,TAI_i,TAI_z
299490501608892416,1237650795146576030,587725073921671348,146.8598,-0.8089167,09:47:26.36,-00:48:32.1,34,0.794000029563904,0,0.028999999165535,0.0590000003576279,0.118000000715256,0,0.0879999995231628,0.532999992370605,0.270000010728836,0,0,1,1237650795146576030,2,1239,301,2,177,158,1,0,3,1,0,0,35287719874576,658.1993,0.0225983,338.1889,0.02934986,-0.005276779,0.002957955,-0.005050359,0.003204554,662.9886,668.8805,658.1993,661.0226,665.6589,0.1097806,0.04682128,0.0225983,0.01741357,0.03416672,339.8707,335.145,338.1889,336.0259,334.5567,0.1100516,0.06276206,0.02934986,0.02023696,0.03486362,1.451747,1.835782,4.253877,7.025336,20.98515,1249.177,2553.628,591.9418,280.6053,25.53256,22.29886,20.24092,18.81896,18.23826,17.68274,0.2261716,0.0231042,0.01533366,0.01623789,0.0222161,22.53924,20.25219,18.86426,18.24271,17.72172,0.2774865,0.01946976,0.009592535,0.006606675,0.01627722,23.19497,20.90835,19.50167,18.87391,18.33914,0.324653,0.02471441,0.01216043,0.008108323,0.02002734,20.59193,18.65796,17.43819,16.94622,16.51027,0.3731168,0.0299438,0.01589669,0.01493528,0.03626709,1.187236,8.009002,29.67622,50.66306,84.50263,15.48782,34.41048,5.692608,1.741746,0.3343793,0.9441794,7.926224,28.46343,50.45581,81.52212,15.78517,49.4733,15.81163,10.60812,0.669259,0.4900706,4.32986,15.82372,28.2111,46.15641,35.10799,102.7662,31.82979,22.52557,1.378135,5.79394,34.42006,105.8577,166.537,248.8226,0.2516506,1.109685,0.4162822,0.1905453,0.01447533,3.541412,7.050567,6.045391,4.954608,4.739272,3.398088,0.4685504,0.2862717,0.1772684,6.478731,2.730563,2.922801,2.583872,2.24765,2.07019,2.351075,0.09844635,0.04873516,0.04076476,0.09044026,10.43906,7.669979,7.673603,7.094804,6.501355,-1000,0.5713946,0.3327076,0.3473786,0.6975259,-0.008472202,0.08556519,0.1043479,0.09857456,0.0978732,0.1918097,0.0124844,0.006607621,0.005700389,0.01376472,0.191623,0.01470604,0.0048019,0.01508075,-0.02331152,0.1987138,0.01239667,0.006536979,0.005647077,0.01364214,-0.1634721,0.2354267,0.2071896,0.1470591,0.1042016,0.5536689,0.0357173,0.002786823,0.05340651,0.03165409,0.2394468,0.01958275,0.009083902,0.007276778,0.0173441,0.07301931,-0.001847663,-0.0002231202,-0.0006519734,-0.001001554,0.2021151,0.02013624,0.009285352,0.007346264,0.01743029,47.82408,21.95331,17.16632,12.50385,10.71946,14.40422,0.4678912,0.1663925,0.09413649,0.1890737,1.746912,2.457668,2.404237,2.384491,2.353527,-0.04208905,-0.06613235,0.01866488,-0.2019834,-0.196608,-0.03026007,0.008109285,-0.07549179,0.02497053,-0.04325118,5.460689,4.120246,4.474633,3.569095,3.614179,2.054888,2.075426,2.042795,2.069696,2.085046,8.362985,4.898498,3.507582,2.713287,2.267864,6.315512,0.3717912,0.1130137,0.06706743,0.1374338,0.3222835,0.659864,0.6715839,0.655378,0.6672825,0.2894115,0.03898335,0.02163331,0.01798765,0.04260276,34.84373,3.316984,178.3223,5.778389,6.523947,20.29568,18.42207,17.30825,16.87313,16.47799,0.168589,0.01371626,0.007283901,0.006119342,0.01249482,7.613441,42.77296,119.3161,178.1343,256.3304,0.7145644,3.424764,1.560704,0.9920699,0.1149142,3.409772,2.329849,1.870211,1.529937,1.240179,1.770373,0.07683939,0.03237215,0.02324419,0.04355489,0.3395229,0.712819,0.7141141,0.7145946,0.7268459,0.2502097,0.03424217,0.018525,0.01606165,0.03875446,39.88931,5.961492,0.03024557,7.734221,6.884877,20.82912,18.89234,17.72536,17.24247,16.86666,0.1639307,0.01406182,0.0074801,0.006272031,0.01277569,20.77302,18.64713,17.30827,16.71435,16.21529,0.1784986,0.01377541,0.0072839,0.006141329,0.01258749,20.75298,18.42207,17.30825,16.87313,16.47799,0.1680417,0.01371626,0.007283901,0.006119342,0.01249482,4.655417,27.73705,81.25597,126.769,179.1968,2.016705,7.748669,3.190946,1.864673,0.2249003,4.902732,34.76513,119.3145,206.1864,326.4997,1.534224,5.13973,1.560746,0.7351952,0.06979048,4.994236,42.77296,119.3161,178.1343,256.3304,1.668451,3.424764,1.560704,0.9920699,0.1149142,4.096214,30.4865,93.90171,151.4025,231.955,0.4937948,1.793839,0.8391404,0.306737,0.04755972,-5.645231,-1246.992,-3963.227,-5392.229,-903.6663,-2.20884,-144.9618,-560.0208,-757.2432,-127.8082,-2.574466,-19.31714,-30.40712,-50.6016,-4.041997,0.1145424,1,1,1,1,2251799947935761,2252074960060432,6755674587430928,2252074960195600,2252074960060432,3,3,3,3,3,0,0,0,0,0,146.859830611689,-0.808897610812267,-0.837252199446592,0.546634660364406,-0.0141174576371013,0.00894799250366285,0.0116213289769153,37.7156060129572,237.530886955465,0.009316416,-0.06304894,0,0.05251899,0.07588562,-0.01843644,-0.0680969,0,-0.003696387,-0.03179056,0.2913309,0.2143585,0.1554707,0.1178887,0.08358456,1.540572,1.338285,1.394669,1.245537,1.253315,51607,1.206059,1.207355,1.2049,1.205463,1.20669,0.0009070748,0.0009070765,0.000907075,0.0009070738,0.0009070733,9,9,9,10,10,0,10570066101623,1237650795146575872,1237650795146576029,299490501608892416,20.77302,18.64713,17.30827,16.71435,16.21529,0.1784986,0.01377541,0.0072839,0.006141329,0.01258749,20.48169,18.43277,17.1528,16.59646,16.1317,0,0,0,0,0,257,80175271,387202,4,4,0,0.8277165,1,1,1,1,1,0.008491524,0.003569416,0.004795834,0.007800309,0.03196254,4458867806.36605,4458867949.81821,4458867662.94358,4458867734.66608,4458867878.08496
299491051364706304,1237651800159027582,588848899361341651,146.9639,-0.5450278,09:47:51.34,-00:32:42.1,41,0.244000002741814,0.0240000002086163,0.31700000166893,0.389999985694885,0.0240000002086163,0,0.73199999332428,0.0810000002384186,0.890999972820282,0,0,1,1237651800159027582,2,1473,301,2,26,382,1,0,3,1,0,0,2278815695176,759.444,0.1756387,1799.802,0.3238478,-0.00230165,0.02447821,0.01128584,0.01009297,749.8293,754.5518,759.444,746.8172,750.5828,2.006668,0.1596029,0.1756387,0.1476335,0.2211441,1802.788,1799.445,1799.802,1799.087,1797.661,0.1881262,0.1185339,0.3238478,0.3279919,0.2035855,1.842775,2.506314,5.965086,10.76878,33.97403,851.9686,5506.154,3176.457,1230.621,67.03876,21.82878,20.61216,19.89467,19.65471,19.26109,0.1758093,0.02872084,0.02511386,0.02348461,0.05698542,21.75647,20.32513,19.57641,19.13249,18.77765,0.1736904,0.02412376,0.01889784,0.01788512,0.04934887,22.48911,21.09439,20.342,19.90403,19.55357,0.2257936,0.03314771,0.02585788,0.02453496,0.06747487,19.02761,18.07737,17.4075,16.96497,16.84738,0.1356626,0.02627281,0.02254656,0.02194387,0.08148219,1.845058,5.688898,11.01744,13.74167,19.7221,10.95107,44.11267,15.39055,11.3111,0.9280601,1.973534,7.411095,14.77085,22.23186,30.81,9.834512,36.85852,15.12512,7.454172,0.5087563,0.9906712,3.647367,7.295987,10.92124,15.04969,21.81672,80.45006,33.08452,16.4007,1.132216,24.48729,58.75591,108.8931,163.6855,182.4073,0.1068046,0.4946846,0.1955622,0.09136915,0.005335932,2.96977,8.018697,7.46938,8.003798,6.847389,-1000,0.5731122,0.3264108,0.4022789,0.6148117,4.860674,3.736306,3.56633,3.566442,2.956557,1.031927,0.07792211,0.06440107,0.06339045,0.1785202,11.5171,8.738236,7.356641,7.837292,6.025634,-1000,0.5436835,0.3540677,0.3318033,1.015203,0.2351291,0.01141731,0.03316958,0.02351629,-0.06194976,0.07679728,0.01052473,0.008357029,0.008302284,0.02675161,-0.1805912,-0.1594698,-0.1411119,-0.1528315,-0.127091,0.07521311,0.01078766,0.008512454,0.008489299,0.02707655,0.02579475,0.02759371,0.06144827,0.05917688,-0.1012873,-0.09101709,-0.6183708,-0.5790173,-0.5845683,-0.4980841,-1000,0.0152152,0.0129127,0.0125791,0.04055933,-1000,0.001988259,0.002440276,0.002343715,-0.009157119,-1000,0.01196198,0.01054785,0.0102239,0.03535196,22.29118,122.3692,112.1978,106.802,86.24318,-1000,2.372403,1.788762,1.666107,4.103654,0.5645085,2.161646,2.226043,2.226,2.192605,0.1157976,0.006535631,0.06744829,-0.06488168,-0.09918398,0.06140115,0.07078829,0.04804559,0.05443996,-0.04123591,4.876539,3.440088,3.003291,2.32901,2.511056,2.076114,2.079414,2.106829,2.116991,2.096319,24.1052,15.34799,13.30553,13.49599,12.32254,8.483337,0.7764101,0.6472687,0.6429348,1.313569,0.5906448,0.4213064,0.4278054,0.4441642,0.4573568,0.2241475,0.02346332,0.02101928,0.02192258,0.05591338,163.5074,136.3789,136.3892,138.3123,130.9564,18.13761,17.43458,16.81001,16.36021,16.14532,0.09604197,0.01325942,0.01205216,0.01241418,0.02954022,55.58456,106.2108,188.7971,285.7043,348.2331,0.04136253,0.5943755,0.2276815,0.09370834,0.01113969,5.691844,5.23579,4.976845,4.858149,4.312002,1.245967,0.1825115,0.1282528,0.1314452,0.2426866,0.6192472,0.4592142,0.4762882,0.4862607,0.5109537,0.1895717,0.01896921,0.01601816,0.01767067,0.04774298,161.7121,137.0165,137.9481,138.3773,129.3814,19.13731,18.04872,17.33191,16.92066,16.71359,0.09448904,0.01276219,0.01149377,0.01190164,0.02818098,19.41172,18.07046,17.33191,16.91095,16.6101,0.08789137,0.01276688,0.01149377,0.01190317,0.02836394,18.9107,18.04872,17.33191,16.91362,16.71359,0.1042253,0.01276219,0.01149377,0.01194115,0.02818098,22.13397,60.32671,116.7442,170.5037,206.3288,0.269462,1.988726,0.6547132,0.286263,0.0348654,17.19022,59.13119,116.7442,172.0365,226.9627,0.5162712,2.068436,0.6547132,0.2811126,0.02844385,27.2714,60.32671,116.7442,171.6138,206.3288,0.1458955,1.988725,0.6547132,0.2807049,0.0348654,14.80213,49.08839,98.02169,142.8255,177.9211,0.6219579,0.3753343,0.11699,0.05021648,0.01669865,-27.80106,-2695.632,-3436.167,-3318.88,-478.7679,-0.1848357,-15.59883,-32.55125,-20.70949,-1.876146,-0.1258875,-237.3927,-393.9202,-313.9425,-41.28521,0.1535825,0,0,0.009636018,0,9007474476613961,275213484104,4503874840854600,275213484104,275213484104,3,3,3,3,3,0,0,0,0,0,146.965602240169,-0.545011083364405,-0.838305513023243,0.545117773416581,-0.00951209441644048,0.0695571231002774,0.128251510911225,37.9560535944101,237.33883055959,0.006887094,-0.03559373,0,-0.1518298,0.0666488,-0.07604931,0.1401832,0,0.08133575,-0.2164979,0.5877292,0.4324455,0.3136455,0.2378279,0.168623,1.455996,1.222894,1.142781,1.006209,1.044741,51671,1.302852,1.308831,1.297083,1.299935,1.305815,0.003417786,0.003417789,0.003417786,0.003417796,0.003417782,11,11,10,10,10,0,10552980735051,1237651800159027200,0,0,19.41172,18.07046,17.33191,16.91095,16.6101,0.08789137,0.01276688,0.01149377,0.01190317,0.02836394,18.82362,17.63774,17.01807,16.67297,16.44137,0,0,0,0,0,257,81250752,2456900,6,1,0,0.8100694,1,1,1,1,1,0.01035212,0.004055684,0.005291585,0.008514886,0.03661449,4464386569.88384,4464386713.30515,4464386426.83994,4464386498.15603,4464386641.55213
299492150876334080,1237651800158896649,588848899361210557,146.728,-0.5568611,09:46:54.71,-00:33:24.7,42,0.880999982357025,0,0,0.0240000002086163,0.0949999988079071,0,0.0240000002086163,0.869000017642975,0.0350000001490116,0,0,1,1237651800158896649,2,1473,301,2,24,521,1,0,3,0,0,0,1372261646991704,1336.057,0.01791061,1692.763,0.01625174,0.01690394,0.02506119,0.008924893,0.005213977,1326.409,1331.144,1336.057,1326.233,1326.592,0.3125595,0.03008295,0.01791061,0.7347001,0.03037671,1695.917,1692.143,1692.763,1692.529,1691.159,1.229175,0.02963724,0.01625174,1.134418,0.02857766,1.85604,2.588844,6.009529,11.31904,35.01324,810.5613,4394.941,81.84926,0.2525563,14.76134,21.59815,19.52809,18.496,20.73841,17.45338,0.1953506,0.01631693,0.02964832,0.3390085,0.02148739,21.78882,19.49804,18.49828,20.10838,17.62651,0.183037,0.01305474,0.008982373,0.2528079,0.01920057,22.46469,20.11799,19.1117,21.11132,18.3368,0.2345861,0.01633373,0.01113765,0.4235419,0.0251459,20.34456,18.52573,17.53281,18.34635,16.53774,0.2065009,0.02680623,0.02549736,0.2249723,0.03351102,2.286226,15.4436,39.95735,5.059275,104.382,5.822575,18.5616,0.8399225,0.3987105,0.2342839,1.915002,15.87705,39.87348,9.046411,88.99525,9.393891,27.43575,9.1893,0.2250232,0.4036142,1.014078,8.969337,22.66243,3.584107,46.25608,19.35497,54.90125,18.50121,0.5064473,0.8704268,7.27803,38.87822,97.02287,45.86219,242.6057,0.5211161,1.085313,0.1926226,0.01107272,0.01783426,28.02881,3.364923,3.295392,8.239845,3.167451,-1000,0.2456816,0.2181212,5.428454,0.3650917,3.025095,1.521773,1.507763,2.960037,1.664672,0.8414324,0.04339612,0.0435598,0.5557771,0.04346351,5.550382,4.59815,4.785546,5.661147,4.609211,-1000,0.3375835,0.3212926,-1000,0.4533975,0.1805513,0.006891474,-0.01142754,-0.08172479,-0.2395612,0.1277454,0.008268022,0.005850935,0.1295126,0.01230948,-0.05806846,-0.03341015,-0.0253466,0.01724397,-0.006265373,0.1241909,0.008276853,0.005853929,0.1286945,0.01165903,0.5707538,-0.008350703,-0.0427962,-0.450011,-0.03076687,0.201116,-0.0807674,-0.06979521,0.135861,-0.137488,0.1342667,0.01270888,0.007807882,0.04149716,0.01699044,-0.05539984,-0.0003300673,-0.0004271171,0.01148986,-0.001105566,0.1601752,0.0126678,0.007795983,0.04603732,0.01683706,17.94425,9.465193,7.946323,114.4774,7.463054,4.243703,0.1206989,0.06236706,6.609096,0.1281994,2.047696,2.263208,2.291417,2.147289,2.257289,0.1148701,-0.02434685,-0.02660253,-0.04793927,-0.1055344,0.0670272,0.07612891,0.004541685,0.07047088,-0.03541346,4.897607,3.164719,2.7126,2.70839,2.609937,2.079167,2.097494,2.115635,2.106053,2.090438,3.506747,1.626745,1.419442,12.78336,1.222926,2.278799,0.1070349,0.04397655,2.012446,0.0900088,0.3700135,0.8170086,0.867982,0.7496879,0.8236622,0.3044472,0.04298664,0.02972986,0.1172459,0.05843106,16.6691,138.8219,120.5226,92.10291,136.027,20.33963,18.4243,17.46217,17.54622,16.48427,0.1300955,0.01082098,0.00704437,0.04161379,0.01265318,7.311225,42.68541,103.5453,95.83241,254.8514,1.301091,5.525208,2.21565,0.07412133,0.1133601,1.65178,0.9973311,0.9431821,4.855963,0.8083875,0.7037305,0.02983341,0.01622611,0.4377608,0.03289602,0.3139116,0.8344899,0.8395923,0.6951228,0.8233777,0.2617346,0.03570917,0.02432952,0.08092476,0.04767669,179.9654,136.1422,124.3559,79.54428,132.854,20.85731,18.75563,17.77706,18.11827,16.77298,0.1326854,0.01064856,0.007194636,0.04014648,0.01276527,20.72383,18.48659,17.46213,19.39146,16.40343,0.1377064,0.01049337,0.007044371,0.05373083,0.01267179,20.33963,18.4243,17.46217,17.54622,16.5077,0.1300955,0.01082098,0.00704437,0.04161379,0.01268936,4.535899,31.45893,77.47767,56.58326,195.3456,3.24208,10.50425,3.793794,0.2284337,0.1895641,5.130307,40.30514,103.5494,17.51344,274.5525,2.354842,6.590056,2.215474,1.330685,0.0973889,7.311225,42.68541,103.5453,95.83241,249.4109,1.301091,5.525208,2.21565,0.07412133,0.1176855,7.781162,40.07118,100.3365,48.79846,249.2812,0.6462682,5.564894,0.9646697,0.1091231,0.01430518,-3.862617,-1316.119,-2887.305,-253.0594,-695.9194,-1.748099,-119.3755,-471.3166,-20.41451,-42.14381,-1.396265,-0.5110743,-28.28177,-38.09438,-2.896732,1,1,1,1,0.9085711,2392812582765848,2252074960060440,6755674587430936,70643890552857,2252074960060440,3,3,3,3,3,0,0,0,0,0,146.728219916192,-0.556828722284515,-0.8360381873401,0.548585183126389,-0.00971834159035648,0.00711765155958935,0.00645841983426032,37.7566284227294,237.175087143457,2.129512,0.03380402,0,-0.9978651,0.9497112,0.02573275,0.09981143,0,0.3013977,-0.02553818,0.493491,0.363106,0.2633547,0.1996939,0.1415855,1.464832,1.164171,1.089838,1.086489,1.060963,51671,1.303052,1.309039,1.297287,1.300144,1.306019,0.00347293,0.003473065,0.003473067,0.003473132,0.003473006,10,10,10,10,10,0,10552765502090,1237651800158896128,1237651800158896648,299492150876334080,20.72383,18.48659,17.46213,19.39146,16.40343,0.1377064,0.01049337,0.007044371,0.05373083,0.01267179,20.23033,18.12348,17.19877,19.19176,16.26184,0,0,0,0,0,257,81246814,2456768,6,1,0,0.8224546,1,1,1,1,1,0.01037123,0.004060943,0.005292863,0.008504185,0.03668611,4464386513.4121,4464386656.83373,4464386370.36906,4464386441.75898,4464386585.06541
